id,content,label,type
1.24871E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,this is just a conjecture it seems india is using the hydroxychloroquine as a prophylactic drug against malaria and the byproduct from the use is that it also works against covid19 and other flulike sicknesses",2,test
1.25311E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,no benefit higher death rate for hydroxychloroquine in coronavirus study",1,training
1.25528E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,hydroxycloroquine has not killed anyone its a blatant lie to say that it has  hydroxychloroquine with azithromycin has cured covid19 patients whove used it thats a fact",2,training
1.24651E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,the bottom line is we have a proven cure for the coronavirus hydroxychloroquine facts are facts and the truth is the truth just because you dont believe it or like it makes no difference it is still going to work",2,training
1.24664E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,it was the worst of times it was  the worstest of times it was the age of false wisdom it was the age of covidiots it was the epoch of  belief in hydroxychloroquine dickens",1,training
1.25089E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,hydroxychloroquine initial testing began just 7 weeks ago it had been reputed that the drug may have a significant effect in the treatment of covid19 however the only voluntary patient to have trialled the drug insists that whilst she is still recovering she questions dosage",2,training
1.25042E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,did chloroquine really fail a covid19 studyor was the trial design to blame",2,test
1.24714E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,many people are alive and thankful for successful treatment using drugs some experts opposethey matter too this coronavirus patient dodged a bullet with hydroxychloroquine is she a harbinger or outlier",2,training
1.25123E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,breaking a study for early treatment of covid19 with hydroxychloroquine and azithromycin shows it reduces  need for hospitalization",2,training
1.25343E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,heres a head start for you  hydroxychloroquine reduces viral load in covid19",2,training
1.2481E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,hydroxychloroquine works and has been used by new york docs to treat coronavirus already and if you have a doc involved hydroxychloroquine has been used for not years decades as a treatment for lupus and arthritis hydroxychloroquine is not not  a fish tank cleaner hello",2,test
1.25077E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,trump has been vindicated in the use of hydroxychloroquine and zinc on all fronts this drug icw zinc is the proven cure to covid19 trump picked up on the research of french virologist profdr didier raoult why didnt fauci knew this  bad luck for big pharma bill gates",2,test
1.24664E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,until hydroxychloroquine has been approved by the cdc or fda as a coronavirus treatment no one should take it for this  widespread usage of this drug will reduce availability from the people who need it most those that are suffering from the actual ailments that it treats",1,training
1.25144E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,for example  1 hydroxychloroquineazithromycin combo to treat covid19 patients is an absolute game changer  i think this is the beginning of the end of the pandemic im very serious  crickets from the nhs on hcqaz",2,training
1.24664E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,no disease will ever be completely eradicated but we must do the best we can end the shutdown  a safer cure for covid19 is available for the elderly  patients treated with the safer milder combination of hydroxychloroquinedoxycycline are",2,training
1.24952E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,its hasnt been proven that hydroxychloroquine even works its actuallly been shown not to work my mom is being tested for covid amp the dr told her to take mucinex so she is and its helping unless its a doctor saying people need that med then its nonsense",1,training
1.24975E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,chloroquine can be deadly a young woman i knew who was perfectly healthy died of a heart attack caused by a chloroquine regimen prescribed after she left west africa",1,training
1.24552E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,hydroxychloroquine proving an effective treatment for coronavirus patien via",2,training
1.24848E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,you think youre going to make money off of chloroquine you quack",1,training
1.2516E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,ahhh but mr depopulation wants his vaccine thank god potus touted chloroquine",2,training
1.2469E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,a poll of more than 6000 doctors from all over the world not just the united states has found that antimalarial drug hydroxychloroquine has been deemed the most highly rated treatment for the novel coronavirus",2,training
1.24571E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,renowned infectious disease specialist calls hydroxychloroquine a game changer says this is the beginning of the end to the coronavirus pandemic",2,training
1.24695E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,trump is touting a drug that has potentially fatal side effects he is an insane jackass  hydroxychloroquine  has potentially fatal side effects in some patients  eg go to 32563758",1,training
1.247E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,the facts chloroquine and hydroxychloroquine were given emergency use authorization by the fda for covid19 on sunday march 29 however they have not been considered an official cure for covid19 as of march 30  let me ask you why are you openly praying it doesnt work",2,training
1.24986E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,cia vs hydroxychloroquine be afraid be very afraid ",1,test
1.25375E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,this is his suggested cocktailhydroxychloroquine disinfectant will be a beautiful thing  just take those and go lay under a uv light and tan your taint and youll be amunne to covid19",1,test
1.24742E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,who will fight our freedoms to go back to work the most poll below  pls rt  firefauci gatesfoundation gatesvirus democratshateamerica coronavirus hydroxychloroquine hydroxychloriquine zpak endthelockdown endtheshutdown corona covid19out covid covid19 work",2,training
1.25311E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,trump and fox news want to send their hydroxychloroquine hype down the memory hole  ",1,training
1.25388E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,cdc hydroxychloroquine can be prescribed to adults and children of all ages it can also be safely taken by pregnant women and nursing",2,training
1.25097E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,even now only 35 of nyc covid19 patients are getting hydroxychloroquine mostly those lucky enough to be included in clinical trials because stupid cuomo made it illegal to prescribe it to outpatients",2,training
1.24729E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,anyone not getting behind demonstrated evidence of success using hydroxychloroquine as treatment for china virus is denying reality and has vested interests examples fauci gates msm dems they love money or hate trump",2,training
1.24681E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,jeremy faust md ms  patients with lupus arthritis other conditions are already on hydroxychloroquine  and we are diagnosing them with covid19 left and right  if it does work its not as good as you hope it is  and dont give me any flimsy resistance excuses",1,training
1.24765E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,all the medical experts are saying this except for the ones on fox i cant believe they had this guy on there to contradict every other doctor they had appear medical expert on fox news debunks foxs push to use hydroxychloroquine to treat covid19",1,training
1.25016E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,dummies forget when a virus is dying off this will cause the patient too feel ill virus will keep fighting back  this is whats causing the confusion hydroxychloroquineworks",2,training
1.24612E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,5 day treatment 200mg 2x daily hydroxy chloroquine 500mg 1x daily azithromycin 220mg 1x daily zinc sulfate  hydroxychloroquine helps zinc enter the cell zinc slows viral replication within the cell  azithromycin is to prevent secondary",2,training
1.24935E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,an er doctor infected with covid19 back at work after using hydroxychloroquine and zpak",2,training
1.24529E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,uk government has said looking intouse of hydroxychloroquine but italy malaysia australia and others have been successfully using for a while ",2,training
1.25125E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,hydroxychloroquine is ineffective in treatment of patients hospitalized with covid19 according to s via",1,training
1.25241E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,american military news reported putin postpones world war ii parade approves hydroxychloroquine as coronavirus blitzes russia ",2,training
1.2483E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,better hurry with economy or all is lost fire fauci birk investigate cdc coverup of vaccine damage to human race and jail those suckers release hydroxychloroquine to fix phoney pandemic and lets roll",2,training
1.24933E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,no clear evidence hydroxychloroquine works against covid19 tech feedly",1,training
1.24679E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,how many died because you banned doctors from treating sick with hydrochloroquine ",2,training
1.24815E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,why dont our journos ask why we wont do this in the uk dr fauci immunologist amp member of the white house coronavirus task force said yesterday hydroxychloroquine is available offlabel in us also said info about clinical trials could be found",2,training
1.25119E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,what does this have to do w covid19  trump amp fox news have been trotting out the drugs chloroquine and hydroxychloroquine these are anti malaria drugs the sound of that raised a flag in my head g6pd and sickle cell disease are mutations borne out of resistance to malaria",1,training
1.24805E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,trumps gt drug cocktail hydroxychloroquine amp azithromycin has now quickly become the most widely utilized front line  pharmaceutical regimen to combat covid19 in the entire",2,training
1.24718E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,did you even read further than the title the governments top coronavirus expert dr anthony fauci has been much more cautious fda advises against taking any form of chloroquine unless prescribed you still dont see that trump contradicts his experts",1,training
1.24707E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,all that hilariously misguided and counterproductive criticism the media piled on chloroquine purely for political reasons as a viable treatment will now go down as the biggest fake news blunder to rule them all shame on",2,training
1.24516E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,once again has shown her incompetence she threatened doctors who wanted to prescribe hydroxychloroquine amp now is requesting it she played with peoples lives just to make trump look bad she needs to go",2,training
1.25522E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,in a report disseminated by elon musk on twitter james todaro md and gregory rigano esq explore the growing evidence of chloroquine as a highly effective treatment and prophylaxis for covid19",2,test
1.24733E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,you have to admit hydroxychloroquine is only for the peasants to try its shameful trump touts this expiramental unknown drug for boris johnson and the other  all of a sudden isnt worth his",1,training
1.25043E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,facebook took down 2 anti5g groups who were touting the theory  business insider previously reported that members of one of these groups were pushing hydroxychloroquine  the asyet unproven drug touted by donald trump  as a coronavirus",1,test
1.25572E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,chloroquine chq and hydroxychloroquine hcq are effective antivirals against covid19 q hs1jq13jv6 29 apr 2020  30110 is power",2,training
1.25369E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,here some interesting breakthroughs hydroxichloroquine is a good early treatment but detecting infection with its initially appears asymptomatic here might be an",2,test
1.247E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,researchers warn possible coronavirus treatment hydroxychloroquine may be toxic when combined with diabetes drug",1,training
1.25268E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,hydroxychloroquine use alone was associated with an increased risk of mortality compared to standard care alone",1,test
1.25325E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,hydroxychloroquine is an antimalarial drug which is also used by rheumatoid arthritis amp lupus patients  according to the cdc hydroxychloroquine can be prescribed to adults and children of all ages it can also be safely taken by pregnant women and nursing mothers",2,training
1.24709E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,dr praises hydroxychloroquine for coronavirus very ill to basically symptom free in hours",2,training
1.25298E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,for those taking chloroquine to treat covid19 stop",1,test
1.24755E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,this ones for all the deranged haters howling about trumps financial interest in sanofi the maker of hydroxichloroquine covid19 coronavirus",1,training
1.24772E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,coronavirus we have already had to stop treatment of hydroxychloroquineazithromycin at the chu in nice",1,training
1.25313E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,hydroxychloroquine has been shown to cause increased rates of death in covid19 patients in a va study of 368 people released",1,test
1.24691E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,and he knew in 2005 how to treat the virus  2005 us nih study found chloroquine was effective in treating coronavirus in primates  why was this",2,training
1.24722E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,corona virus treatment hydroxychloroquine200mg  12 daily5days azithromycin500mg   1daily5days zinc sulphate220mg   1daily5days  dr zev zelenko thanks usa  above drugs are officially approved yesterday for use by the usa food and drug administration fda",2,training
1.24885E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,france reports 43 cases of heart incidents linked to treating coronavirus patients with hydroxychloroquine the malaria drug president trump repeatedly touted as a potential game changer via",1,training
1.25328E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,also small chloroquine study halted over risk of fatal heart complications",1,test
1.24767E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,in vitro antiviral activity and projection of optimized dosing design of hydroxychloroquine for the treatment of severe acute respiratory syndrome coronavirus 2 sarscov2",2,training
1.25566E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,tucker  im now thinking some of these drugs being tested for covid19 is not based on efficacy but based on politics or cost hydroxychloroquine only costs 20 tested as safe amp known to work dems hate it  remdesivir drugs cost up to 1000  who do you suspect will win",2,test
1.24701E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,dr vladimir zelenko has now successfully treated 699 covid19 patients in new york for the coronavirus zelenko reported 100 percent success  of hydroxychloroquine in combination with azithromycin zpak an antibiotic to treat secondary infections and zinc sulfate",2,training
1.24669E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,my neighbor works in the er and said he sees average 2 positive covid patients a day he sings nothing but praises about hydroxychloroquine helping with the virus youre clueless",2,training
1.24805E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,french hospital stops hydroxychloroquine treatment for covid19 patient over major cardiac risk",1,training
1.25192E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,hydroxychloroquine azythromicin and zinc it cures covid19 why are there not tests conducted like in france and the us and other countries there is so much information coming out about this inexpensive drug why are you not looking into this i thought you loved canada",2,training
1.25086E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,prevention is better than cure lockdown is prevention hydroxychloroquine is the only supposed remedy we have both there is no meaning of testing if entire india will get fever and cough govt is doing its best to prevent in my view testing too much is wastage of resources",2,test
1.2466E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,so doctors are using hydroxychloroquine sulfate zinc and zpack to treat covid and its workingbut since its all genetic stuff and pharmaceutical companies arent making money on ittheyre going the vaccine route which will take longer makes sense",2,training
1.24698E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,chloroquine isnt the only medicine for malaria so why dont u allow this experts to save lives with it even if its not certisfied for covid19 at least it save lives",2,training
1.24728E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,from las abc station  la doctor seeing success with hydroxychloroquine to treat covid19",2,training
1.25073E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,governors now mandating masks with drs etc echoing the need no one had to tell me after observing asian populations since sars i intended on wearing them regardless gt masks dont work hydroxychloroquine doesnt work wuhan market is source i dont trust anyone",1,training
1.24721E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,i think we need a new razor i propose in lieu of hanlons razor trumps razor do not attribute to reason for that which is adequately explained by greed covid hydroxychloroquine followthemoney covid19 corona trumpplague",1,training
1.24708E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,an international poll of thousands of doctors rated hydroxychloroquine the most effective therapy for coronavirus u want to tell them they are all wrong and u r right over 3000000 troops over the years in the middle east and africa have been given the drug",2,training
1.25565E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,he scoffed at hydrochloroquine as anecdotal because there was not enough double blind studies could take years but now remdesivir which has not shown good results at all in studies for covid19 and he touts it as the new promising drug firefauci",2,test
1.25186E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,16 i think we should remember that sisolak like other politicians are trying their best to take care of the state sisolak has good reasons 1 the hydroxychloroquine drug or any other possible antiviral medications have not been fda approved to treat others for covid19",1,training
1.24894E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,hydroxychloroquine  azithromycin  zinc is effective in treating covid19 plus its cheap because its patent expired  we should all be pushing our govts to use it",2,test
1.25375E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,caution needed on the use of chloroquine and hydroxychloroquine for coronavirus disease 2019",1,test
1.25308E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,229 halted travel from iran 313 declared national emergency 316 recommended home schooling and limiting travel and gatherings 317 declares the wuhan virus a pandemic 321 fda approved chloroquine and more since i just wish we werent shut down that was way overboard",2,training
1.24707E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,dr praises hydroxychloroquine for coronavirus very ill to basically symptom free in hours",2,training
1.24922E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,breaking news click on the below link and read fox news peter navarro on surging hydroxychloroquine to covid19 hotspots timing of when to reopen the economy",2,test
1.24715E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,may be relevant to note doctors across the country and the world are using hydroxychloroquine and azithromycin to treat covid19 and its working",2,training
1.24671E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,uw covid team is going to use hydroxychloroquine for all patients warranting hospital",2,training
1.25413E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,michigan democrat thanks trump hydroxychloroquine for helping save her life from",2,training
1.24765E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,newsweek some swedish hospitals have stopped using chloroquine to treat covid19 after reports of severe side",1,training
1.25025E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,rita wilson opens up about coronavirus symptoms warns about extreme chloroquine side effects but she lived possibly not if she didnt take",2,test
1.24759E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,death rates are down due to hydroxychloroquine but dr anthony fauci dr josef mengele still refuses to recommend the drug for treatment and prevention of getting the virus lupus doctors spread false data to stop drug treatment that saves lives",2,training
1.24778E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,all you political idiots hydroxychloroquine is not a life saving drug for coronavirus do your research it has a mild effect on coronavirus and cannot be used as a cure if it was a cure there would be no coronavirus as of now trump is an idiot who thinks he knows best",1,training
1.24681E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,investigate why the wuhan coronavirus  has spread more rapidly in democrat held states why investigate why democrats dont want to hydroxychloroquine to help patients infected with wuhan coronavirus  why",2,training
1.25004E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,im on hydroxychloroquine  for arthritis it took about 2 months to kick in and i hear some study somewhere had 2 in 6 already taking it got covid19 so why are we endangering my supply because once it did kick in its been great  for covid19 youd be better or dead by then",1,training
1.2509E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,omg fauci worked at nih when they already studied hydroxychloroquine on coronavirus amp knew it was safe firefauci mr",2,training
1.2551E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,brazil new research proves hydroxychloroquine reduces hospitalizations conclusion empirical treatment with hydroxychloroquine associated with azithromycin for suspected cases of covid19 infection reduces hospitalization",2,training
1.25497E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,best science based argument for hydroxychloroquine vs covid19   daniel wallace md world renowned rheumatologist   0 of known patients taking hydroxychloroquine have covid19   almost no side effects  benefits gt",2,test
1.24699E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,its because hydrochloroquine is use to successfully treat autoimmune diseases not maybe kinda treat covid 19",1,training
1.25063E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,you mean the hydrochloroquine that hospitals are almost exclusively relying on to treat covid that hydrochloroquine",2,test
1.24968E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,small chloroquine study halted over risk of fatal heart complications  trumpcovidfails",1,test
1.25384E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,covid19 prestrump has seriously touted several kinds of meds he thinks can cure covid19 egs hydroxychloroquine amp now uvlights amp disinfectants all of which experts hv termed as dangerous 2humans hes not a medpharm dr why not let d experts amp pence handle d briefings",1,training
1.24764E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,associated press tds sufferer treated with hydroxychloroquine hopes he still dies of covid19 to prove trump is stupid",2,training
1.25385E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,usa today fda hydroxychloroquine not safe for",1,training
1.24679E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,conclusions hydroxychloroquine was found to be more potent than chloroquine to inhibit sarscov2 in vitro   heres a  copy and paste from the article",2,training
1.24901E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,the world is looking for hydroxychloroquine for treatment that is surely misleading no one but trump says its a cure for covid19",1,test
1.24824E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,townhall  survey shows overwhelming majority of doctors would prescribe hydroxychloroquine to a family member with wuhan coronavirus",2,training
1.25189E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,combating coronavirus india sends 55 million hydroxychloroquine tablets to uae",2,test
1.25406E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,they already know triple idiot fda issues warnings on chloroquine and hydroxychloroquine  the fda and cdc work together on determining whether drugs are safe and effective youre welcome for the pharmacological lesson",1,training
1.25232E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,feeling really sick today went to the hospital they tested me for covid and strep throat  wont know for a few days but they put me on antibiotics  if it does progress you can bet your ass i will be demanding hydroxychloroquine and azithromycin ",2,training
1.2471E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,liberals and fakenewsmedia cant stand that we have the cure for coronavirus and that trump disclosed it a long time ago they would rather we die if it hurts trump hydroxychloroquine and zpack and youre fine",2,training
1.25369E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,fda cautions against using hydrochloroquine for covid19 says its not proven effective via forexlive forex fx",1,training
1.25093E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,professor didier raoult publishes results of hydroxychloroquine treatment study on 1061 patients  collective evolution  hydroxychloroquine treatment for moderate to severe covid19 973 of 1063 according to him have shown a good clinical outcome",2,training
1.25413E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,on apr 13 gov implemented a statewide clinical trial to treat coronavirus inoutpts w hydroxychloroquine incl prophylaxis for those at high risk south dakota has seen a decrease in active cases 5 days in a row total cases 2040 recoveries 1190 active cases 840",2,training
1.25285E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,his name was hydroxychloroquine and im truly sorry to any american of any stripe who is now gone because of snake oil",1,training
1.24939E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,in a big step towards creating what could be a vaccine against covid19 clinical trials of plasma therapy have started in the uae drugs such as chloroquine and hydroxychloroquine mainly for malaria are currently used in the country to treat covid19",2,test
1.25248E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,this paper by dr didier raoult is now peer reviewed amp accepted as of 20420  hydroxychloroquine treatment is significantly associated with viral load reductiondisappearance in covid19",2,training
1.24626E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,no sir the confirmed cases that dr zelenko has treated are low but since covid19 is widespread in that community it is likely that a large percentage of the patients are indeed infected with covid  chloroquinehcq is most effective when taken",2,training
1.24559E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,dear a study from china  how about specialist here that have used it with 100 effectiveness study shows hydroxychloroquine is ineffective against covid19  so what now",2,training
1.2539E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,amp rt paulsperry if chloroquines so dangerous ampamp even poisonous why has the cdc for years been advising thisboth adults and children",2,training
1.24724E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,chloroquine and hydroxychloroquine not licensed for coronavirus covid19 treatment",1,training
1.24572E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus, hydroxychloroquine is a game changer and the beginning of the end coronavirus covid19  pandemic infectious disease specialist dr stephen smith says",2,training
1.24963E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,guess what remdesivir  is safe and effective against covid19  hydroxychloroquine has serious side effects on the heart when used for covid19 patients  looks like you invested in the wrong coronavirus drug odd that you just happened to invest in a coronavirus drug",1,training
1.25066E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,i willing to wager that almost 100 of every american who actually died from the covid19 virus did not get the hydroxychloroquine treatment and i am willing to wager that almost 100 of all americans do not have to die because of the available hydroxychloroquine treatments",2,test
1.25247E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,ny doctor curing 95 of his covid patients and consults to multiple world us can safely open the economy in 3 days and reduce death rates in usa by 9500 using hydroxychloroquine minutegt",2,test
1.2495E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,theyve known hydroxychloroquine was an effective treatment for corona viruses since 2005 sars is a corona virus the success of this drug for covid19 proves it works on any cv  housed in the us national library for medicine its right",2,training
1.25284E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,top story coronavirus panel recommends against use of hydroxychloroquine and azithromycin  coronavirus live updates  npr see more",1,training
1.25598E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,how dumb is someone to keep saying over and over again with no proof that hydroxychloroquine is a covid19 game changer people die because youre an incompetent idiot ",1,training
1.24829E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,we do not thank you you did not do a good job you did not give us a early warning gave us wrong info not recommend the lifesaving hydroxychloroquine lie to public for the quarantine",2,training
1.24969E+018,"chloroquine hydroxychloroquine are cure for the novel coronavirus,what are the roles of hydroxychloroquine and chloroquine in the treatment of coronavirus disease 2019 covid19 via",1,test
